Documento;DatadoTracking;DescricaoDoTracking;Insucesso
2759149721;14/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761808171;16/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763984981;25/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2758960311;19/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2760095641;10/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2764878381;29/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756863541;03/04/2025;PERDA LOGISTICA;Pendencia
2757564981;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758939001;09/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2760112341;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764952741;30/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2760132141;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758902851;09/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756985701;01/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758885891;12/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761259551;17/04/2025;MERCADORIA NAO ESTA NO DEPOSITO DE ENTREGA;Loja
2753217532;01/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761266581;14/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2760327691;14/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763237621;23/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2761672381;15/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2757206471;12/04/2025;DADOS INSUFICIENTES PARA ENTREGA;Cliente
2758505241;07/04/2025;MERCADORIA NAO ESTA NO DEPOSITO DE ENTREGA;Loja
2759620251;16/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2755288411;07/04/2025;EXCESSO DE CHUVAS;Transporte
2763376561;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2756749921;14/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759993081;11/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2754722941;02/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758456441;08/04/2025;MERCADORIA NAO ESTA NO DEPOSITO DE ENTREGA;Loja
2758222451;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756645561;01/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2758707841;07/04/2025;PERDA LOGISTICA;Pendencia
2759892811;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761356791;19/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2757519431;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762439231;23/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758936901;09/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2765555711;29/04/2025;PERDA LOGISTICA;Pendencia
2755498761;03/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2752564811;23/04/2025;BARRAR ENTREGA;Cliente
2761234091;16/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2763046601;23/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2757495811;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762485781;25/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2765197821;05/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2757544421;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763171371;26/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2748996281;04/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2761670541;17/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2756990881;03/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2764614941;29/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2754476671;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757203772;02/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763079581;23/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2749978772;01/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2759055282;06/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2757585841;03/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2757493701;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2741510981;29/03/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2760276571;22/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762149061;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760185681;28/04/2025;MERCADORIA PENDENTE;Pendencia
2760613081;25/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762320531;28/04/2025;AVARIA DO PEDIDO PELO TRANSPORTADOR;Transporte
2757827061;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758853821;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2752568081;15/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757447661;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759058351;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762040451;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762874281;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756888641;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758831251;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758440571;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762016661;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765055181;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761054951;16/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2754301551;21/03/2025;MERCADORIA PENDENTE;Pendencia
2757162041;31/03/2025;MERCADORIA PENDENTE;Pendencia
2750732231;10/03/2025;MERCADORIA PENDENTE;Pendencia
2756888632;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762677081;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764684331;29/04/2025;PERDA LOGISTICA;Pendencia
2758262791;04/04/2025;ANÁLISE BARRAR ENTREGA;Cliente
2760528881;24/04/2025;INSUCESSO DE ENTREGA;Cliente
2752561641;15/03/2025;MERCADORIA PENDENTE;Pendencia
2757468791;03/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763224641;05/05/2025;INSUCESSO DE ENTREGA;Cliente
2762592021;19/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761253601;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763526841;24/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2758100591;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764805751;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760352391;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763414711;26/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2758048781;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764564381;25/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2764533792;28/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2761088911;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761021101;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763568651;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761105931;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763467061;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760689411;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763443721;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764853671;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763438631;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762834361;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761372592;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762647631;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764914261;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758475821;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761626291;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762148551;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760080651;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759286891;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760039751;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2755927281;28/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762151821;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761378341;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2754854331;14/05/2025;INSUCESSO DE ENTREGA;Cliente
2761580161;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762668511;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757692911;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757138881;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760857811;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758777451;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759429021;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758796571;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759324651;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760750871;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761079651;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2752881681;17/03/2025;MERCADORIA PENDENTE;Pendencia
2757997971;14/04/2025;INSUCESSO DE ENTREGA;Cliente
2763234691;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762435821;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761148371;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763118031;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763441812;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763080032;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762447941;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759873501;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758652301;08/04/2025;BARRAR ENTREGA;Cliente
2761218361;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759798822;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760523241;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762792821;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758023431;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761623901;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762733431;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763271141;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762351481;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763104101;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756573681;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759030531;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762549181;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760344581;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763010811;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763244451;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760925771;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758455671;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764023271;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762859462;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762221442;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762830121;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2759117982;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762040431;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760245441;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761258421;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760797861;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764796791;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765700171;08/05/2025;ENDERECO NAO LOCALIZADO;Cliente
2760395801;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762274821;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756000721;27/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762058731;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763779491;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759533691;08/04/2025;MERCADORIA PENDENTE;Pendencia
2764384381;08/05/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2763123262;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760648041;12/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763912601;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759079571;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763225012;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760997431;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764890951;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763016671;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757969151;03/04/2025;MERCADORIA PENDENTE;Pendencia
2765065491;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758811821;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764883101;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761658071;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764410921;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758173991;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758038131;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763833361;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757075321;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762867372;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762816791;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758036251;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763478811;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757501271;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760564841;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764173491;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760768411;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760682551;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757930482;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762593241;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759221832;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758656821;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2742983681;03/03/2025;MERCADORIA PENDENTE;Pendencia
2763479961;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759487631;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756820011;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763591191;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765270492;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761930901;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763473492;24/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2763938441;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763283591;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757921472;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759582171;29/04/2025;INSUCESSO DE ENTREGA;Cliente
2756817631;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762037131;03/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758914121;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757793091;04/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2761662901;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763718911;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762867871;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756668641;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763128211;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760188811;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759490011;07/04/2025;MERCADORIA PENDENTE;Pendencia
2762386322;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2716533821;17/02/2025;INSUCESSO DE ENTREGA;Cliente
2759596981;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762984461;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757884241;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764084481;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2752514681;15/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761513391;28/04/2025;INSUCESSO DE ENTREGA;Cliente
2765276011;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761208742;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759370412;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763741021;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759017251;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763420541;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756761181;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756717852;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759226041;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762010791;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758485341;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760832401;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756654262;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758933241;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763217701;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757163241;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761057661;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757634451;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764996581;27/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758553451;07/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2764268192;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757422491;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763014541;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758215721;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760732501;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758901501;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760702081;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763380101;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2754270602;06/05/2025;INSUCESSO DE ENTREGA;Cliente
2757269971;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2754270602;06/05/2025;INSUCESSO DE ENTREGA;Cliente
2761716381;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758890641;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759029851;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761113722;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762038862;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761399842;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762059031;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760730622;12/04/2025;A TRANSFERENCIA DA MERCADORIA NAO FOI CONFIRMADA;CD
2757786131;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762137022;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763449221;06/05/2025;INSUCESSO DE ENTREGA;Cliente
2762256641;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764023452;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761129491;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758868931;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764637741;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763298621;26/04/2025;CLIENTE AUSENTE;Cliente
2761463551;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759149721;14/04/2025;CLIENTE AUSENTE;Cliente
2761808171;16/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758960311;12/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2764878381;29/04/2025;CLIENTE AUSENTE;Cliente
2756863541;03/04/2025;PERDA LOGISTICA;Pendencia
2764952741;30/04/2025;RUA NAO LOCALIZADA;Cliente
2758902851;09/04/2025;CLIENTE AUSENTE;Cliente
2756985701;01/04/2025;RUA NAO LOCALIZADA;Cliente
2758885891;12/04/2025;RUA NAO LOCALIZADA;Cliente
2753217532;01/04/2025;CLIENTE AUSENTE;Cliente
2761266581;14/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2760327691;14/04/2025;CLIENTE AUSENTE;Cliente
2757206471;12/04/2025;DADOS INSUFICIENTES PARA ATENDIMENTO;Cliente
2758505241;07/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
2759620251;16/04/2025;CLIENTE AUSENTE;Cliente
2755288411;07/04/2025;EXCESSO DE CHUVAS;Transporte
2763376561;24/04/2025;RUA NAO LOCALIZADA;Cliente
2756749921;14/04/2025;CLIENTE AUSENTE;Cliente
2754722941;02/04/2025;CLIENTE AUSENTE;Cliente
2758456441;08/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
2756645561;01/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2758707841;07/04/2025;PERDA LOGISTICA;Pendencia
2761356791;19/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2762439231;23/04/2025;RUA NAO LOCALIZADA;Cliente
2765555711;29/04/2025;PERDA LOGISTICA;Pendencia
2755498761;03/04/2025;CLIENTE AUSENTE;Cliente
2752564811;23/04/2025;BARRAR ENTREGA;Cliente
2763046601;23/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2762485781;25/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2765197821;05/05/2025;CLIENTE AUSENTE;Cliente
2748996281;04/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2761670541;17/04/2025;RUA NAO LOCALIZADA;Cliente
2756990881;03/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
